Gene	CTL_7	CTL_9	SLE_13	SLE_14	sh7278_1	sh7278_2	shNC_1	shNC_2	Symbol	Chr	GeneType	Description
ENSG00000184956.15	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.0	MUC6	chr11	protein_coding	mucin 6, oligomeric mucus/gel-forming
ENSG00000100401.19	8.61	12.47	4.68	8.06	46.35	37.4	43.6	39.88	RANGAP1	chr22	protein_coding	Ran GTPase activating protein 1
ENSG00000263529.2	0.12	0.51	0.0	0.0	0.0	0.0	0.0	0.0	RN7SL122P	chr1	misc_RNA	RNA, 7SL, cytoplasmic 122, pseudogene
ENSG00000248600.1	0.0	0.0	0.0	0.0	0.07	0.13	0.14	0.14	CTD-2308B18.4	chr5	lincRNA	--
ENSG00000126266.3	0.25	0.82	0.51	0.31	0.01	0.0	0.01	0.0	FFAR1	chr19	protein_coding	free fatty acid receptor 1
ENSG00000267504.1	0.07	0.07	0.11	0.0	0.04	0.04	0.02	0.0	RP11-845C23.2	chr18	sense_intronic	--
ENSG00000129083.12	16.18	5.7	7.81	23.51	27.02	33.96	28.08	34.19	COPB1	chr11	protein_coding	coatomer protein complex, subunit beta 1
ENSG00000144036.14	0.56	0.27	0.13	0.36	2.1	2.46	2.55	2.42	EXOC6B	chr2	protein_coding	exocyst complex component 6B
ENSG00000078967.12	2.4	2.23	0.95	1.39	2.26	2.45	2.48	2.52	UBE2D4	chr7	protein_coding	ubiquitin-conjugating enzyme E2D 4 (putative)
ENSG00000104976.11	9.4	12.64	8.6	8.06	19.53	16.98	18.67	17.51	SNAPC2	chr19	protein_coding	small nuclear RNA activating complex, polypeptide 2, 45kDa
ENSG00000170089.15	0.12	0.04	0.0	0.12	0.2	0.43	0.44	0.16	RP11-423H2.1	chr5	transcribed_unprocessed_pseudogene	--
ENSG00000224786.1	0.08	0.0	0.0	0.17	0.4	0.59	0.45	0.98	CETN4P	chr4	unitary_pseudogene	centrin EF-hand protein 4, pseudogene
ENSG00000266124.1	0.68	0.73	0.0	0.0	0.39	0.37	1.18	0.54	MIR5587	chr16	miRNA	microRNA 5587
ENSG00000075043.17	0.0	0.0	0.0	0.0	0.08	0.13	0.08	0.14	KCNQ2	chr20	protein_coding	potassium channel, voltage gated KQT-like subfamily Q, member 2
ENSG00000258538.5	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RP11-753D20.3	chr14	lincRNA	--
ENSG00000112062.10	12.24	9.59	29.2	24.94	21.62	22.61	24.38	23.52	MAPK14	chr6	protein_coding	mitogen-activated protein kinase 14
ENSG00000257310.1	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.0	RP11-496I2.2	chr14	lincRNA	--
ENSG00000225938.1	0.63	1.34	0.41	0.54	0.1	0.05	0.1	0.0	RP4-575N6.4	chr1	antisense	--
ENSG00000245748.1	0.01	0.0	0.03	0.01	1.25	0.91	0.87	0.71	RP11-367J11.2	chr4	antisense	--
ENSG00000175701.10	2.74	3.67	3.26	1.98	8.4	7.91	7.3	7.45	LINC00116	chr2	protein_coding	long intergenic non-protein coding RNA 116
ENSG00000261783.1	0.29	0.72	0.11	0.44	0.55	0.68	0.78	0.54	RP11-252K23.2	chr16	sense_intronic	--
ENSG00000188032.9	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	C19orf67	chr19	protein_coding	chromosome 19 open reading frame 67
ENSG00000257480.1	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	MRPL2P1	chr12	processed_pseudogene	mitochondrial ribosomal protein L2 pseudogene 1
ENSG00000068001.13	0.85	1.26	1.9	0.92	7.93	7.34	6.89	6.79	HYAL2	chr3	protein_coding	hyaluronoglucosaminidase 2
ENSG00000226758.1	0.05	0.2	0.37	0.04	0.03	0.0	0.05	0.0	DISC1-IT1	chr1	sense_intronic	DISC1 intronic transcript 1
ENSG00000269894.1	0.85	0.49	0.22	0.25	0.34	0.5	0.23	0.47	RP11-1020A11.1	chr3	sense_intronic	--
ENSG00000213411.2	0.18	0.81	0.18	0.08	0.06	0.02	0.03	0.06	RBM22P2	chr13	processed_pseudogene	RNA binding motif protein 22 pseudogene 2
ENSG00000188536.12	226.92	682.95	1241.66	948.56	0.14	0.03	0.03	0.05	HBA2	chr16	protein_coding	hemoglobin, alpha 2
ENSG00000227743.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	RP4-745K6.1	chr7	lincRNA	--
ENSG00000166025.17	0.11	0.12	0.21	0.04	8.96	9.01	9.88	10.01	AMOTL1	chr11	protein_coding	angiomotin like 1
ENSG00000230797.2	0.36	0.38	0.27	0.33	0.32	0.36	0.48	0.29	YY2	chrX	protein_coding	YY2 transcription factor
ENSG00000276178.1	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.28	Y_RNA	chr7	misc_RNA	--
ENSG00000143375.14	0.06	0.04	0.01	0.04	5.22	4.9	5.23	5.17	CGN	chr1	protein_coding	cingulin
ENSG00000229800.1	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	ATP8A2P2	chr13	processed_pseudogene	ATPase, aminophospholipid transporter, class I, type 8A, member 2 pseudogene 2
ENSG00000161328.10	1.05	1.26	0.28	0.42	1.41	1.37	1.51	1.05	LRRC56	chr11	protein_coding	leucine rich repeat containing 56
ENSG00000258116.1	0.46	0.41	0.26	0.46	0.0	0.0	0.04	0.0	RP11-493L12.6	chr12	processed_pseudogene	--
ENSG00000125851.9	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	PCSK2	chr20	protein_coding	proprotein convertase subtilisin/kexin type 2
ENSG00000207585.1	0.0	0.0	0.3	0.0	0.15	0.0	0.0	0.0	MIR181D	chr19	miRNA	microRNA 181d
ENSG00000211683.3	9.64	12.48	14.9	4.8	0.82	0.89	0.88	1.11	KB-1572G7.3	chr22	processed_transcript	--
ENSG00000229057.1	0.0	0.11	0.0	0.04	0.17	0.19	0.09	0.08	RPS3AP54	chr9	processed_pseudogene	ribosomal protein S3a pseudogene 54
ENSG00000204569.9	4.33	3.07	9.22	3.42	13.09	11.33	14.88	12.02	PPP1R10	chr6	protein_coding	protein phosphatase 1, regulatory subunit 10
ENSG00000261396.1	0.14	0.22	0.0	0.05	0.47	0.59	0.35	0.49	CTD-2012K14.2	chr16	antisense	--
ENSG00000255875.2	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	CTD-2102P23.1	chr19	processed_pseudogene	--
ENSG00000163995.18	0.09	0.12	0.02	0.1	0.27	0.26	0.26	0.34	ABLIM2	chr4	protein_coding	actin binding LIM protein family, member 2
ENSG00000232294.5	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	RP4-715N11.2	chr20	lincRNA	--
ENSG00000235859.5	15.7	16.03	11.94	19.08	1.44	1.95	2.03	1.63	AC006978.6	chr7	processed_pseudogene	--
ENSG00000276476.2	0.26	0.14	0.03	0.12	0.15	0.25	0.28	0.18	LINC00540	chr13	lincRNA	long intergenic non-protein coding RNA 540
ENSG00000227210.1	0.07	0.0	0.0	0.0	0.0	0.04	0.12	0.05	AC079145.4	chr2	antisense	--
ENSG00000225726.1	0.0	0.32	0.0	0.06	0.04	0.0	0.04	0.0	AC007000.10	chr7	processed_pseudogene	--
ENSG00000167644.11	0.0	0.07	0.0	0.1	0.0	0.0	0.0	0.0	C19orf33	chr19	protein_coding	chromosome 19 open reading frame 33
ENSG00000129559.12	46.72	66.01	52.74	48.44	36.79	40.4	36.03	38.68	NEDD8	chr14	protein_coding	neural precursor cell expressed, developmentally down-regulated 8
ENSG00000267238.1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	AC093074.1	chr19	lincRNA	--
ENSG00000148655.14	0.74	0.92	0.58	0.52	0.0	0.01	0.0	0.0	C10orf11	chr10	protein_coding	chromosome 10 open reading frame 11
ENSG00000174099.10	0.34	0.38	0.98	1.03	0.26	0.27	0.29	0.3	MSRB3	chr12	protein_coding	methionine sulfoxide reductase B3
ENSG00000213188.3	0.27	0.1	0.05	0.07	0.08	0.05	0.0	0.07	YBX1P4	chr7	processed_pseudogene	Y box binding protein 1 pseudogene 4
ENSG00000250564.1	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	RP11-215P8.4	chr5	lincRNA	--
ENSG00000233382.6	0.4	0.46	0.2	1.05	0.02	0.02	0.0	0.0	NKAPP1	chrX	transcribed_processed_pseudogene	NFKB activating protein pseudogene 1
ENSG00000214253.8	56.02	74.24	37.08	39.69	58.92	54.34	47.94	54.96	FIS1	chr7	protein_coding	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)
ENSG00000172551.10	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	MUCL1	chr12	protein_coding	mucin-like 1
ENSG00000259402.1	0.48	0.37	0.62	0.26	0.0	0.26	0.04	0.0	RP11-30K9.4	chr15	sense_intronic	--
ENSG00000183734.4	6.07	5.3	3.68	4.03	0.01	0.06	0.05	0.03	ASCL2	chr11	protein_coding	achaete-scute family bHLH transcription factor 2
ENSG00000274225.1	0.06	0.36	1.33	0.25	0.03	0.12	0.1	0.0	KB-68A7.1	chr21	lincRNA	--
ENSG00000279773.1	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	AL050303.10	chr21	TEC	--
ENSG00000213015.8	15.33	28.97	13.56	11.1	15.57	14.8	17.24	14.38	ZNF580	chr19	protein_coding	zinc finger protein 580
ENSG00000230747.1	1.72	1.46	0.33	1.03	0.08	0.21	0.08	0.04	AC021188.4	chr2	antisense	--
ENSG00000211820.1	5.07	1.38	0.0	2.44	0.0	0.0	0.0	0.0	TRAV41	chr14	TR_V_gene	T cell receptor alpha variable 41
ENSG00000215375.6	1.59	3.04	1.38	1.19	3.36	2.73	2.29	2.74	MYL5	chr4	protein_coding	myosin, light chain 5, regulatory
ENSG00000227355.1	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RP11-162D16.2	chr9	antisense	--
ENSG00000267283.1	6.97	10.64	9.26	1.49	2.94	2.3	2.46	2.52	AC005306.3	chr19	processed_transcript	--
ENSG00000279357.1	0.71	0.61	1.28	0.43	0.04	0.12	0.37	0.17	RP11-475D10.4	chr16	TEC	--
ENSG00000158669.11	8.43	8.71	6.5	6.74	10.58	9.83	10.95	9.96	AGPAT6	chr8	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 6
ENSG00000261537.1	0.05	0.05	0.0	0.03	0.03	0.12	0.16	0.0	RP11-319G9.5	chr16	sense_intronic	--
ENSG00000215455.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	KRTAP10-1	chr21	protein_coding	keratin associated protein 10-1
ENSG00000088986.10	20.52	16.58	14.27	29.1	93.31	92.7	82.99	87.93	DYNLL1	chr12	protein_coding	dynein, light chain, LC8-type 1
ENSG00000279724.1	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	AC005086.1	chr7	pseudogene	--
ENSG00000205927.4	0.0	0.0	0.05	0.18	0.0	0.0	0.0	0.0	OLIG2	chr21	protein_coding	oligodendrocyte lineage transcription factor 2
ENSG00000273444.1	0.0	0.23	0.24	0.16	0.0	0.24	0.0	0.0	RP5-1147A1.2	chr7	unprocessed_pseudogene	--
ENSG00000013441.15	69.81	28.63	28.33	67.62	13.36	19.56	12.82	15.06	CLK1	chr2	protein_coding	CDC-like kinase 1
ENSG00000198843.12	20.53	8.94	14.55	25.76	19.7	24.5	18.37	24.12	SELT	chr3	protein_coding	--
ENSG00000118004.17	0.0	0.03	0.02	0.01	0.21	0.18	0.16	0.07	COLEC11	chr2	protein_coding	collectin sub-family member 11
ENSG00000243954.3	0.49	0.91	0.14	0.27	0.07	0.0	0.0	0.1	RN7SL743P	chr16	misc_RNA	RNA, 7SL, cytoplasmic 743, pseudogene
ENSG00000144579.7	83.24	92.15	84.38	76.13	22.12	18.94	22.72	20.16	CTDSP1	chr2	protein_coding	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1
ENSG00000211662.2	5.3	3.85	15.25	32.26	0.0	0.0	0.0	0.0	IGLV3-21	chr22	IG_V_gene	immunoglobulin lambda variable 3-21
ENSG00000260583.1	0.33	0.21	0.22	0.15	0.0	0.11	0.04	0.15	AP000223.42	chr21	antisense	--
ENSG00000226240.1	0.1	0.0	0.11	0.04	0.0	0.0	0.0	0.0	LINC00381	chr13	lincRNA	long intergenic non-protein coding RNA 381
ENSG00000169814.12	2.43	2.48	2.47	2.9	1.03	1.03	1.14	1.04	BTD	chr3	protein_coding	biotinidase
ENSG00000185372.2	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.06	OR2V1	chr5	protein_coding	olfactory receptor, family 2, subfamily V, member 1
ENSG00000163618.17	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	CADPS	chr3	protein_coding	Ca++-dependent secretion activator
ENSG00000276890.1	0.13	1.23	0.29	0.0	0.0	0.0	0.0	0.0	Metazoa_SRP	chr3	misc_RNA	--
ENSG00000106714.17	0.03	0.02	3.62	0.21	0.0	0.0	0.0	0.0	CNTNAP3	chr9	protein_coding	contactin associated protein-like 3
ENSG00000253838.1	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	RP11-44K6.2	chr8	sense_intronic	--
ENSG00000034713.7	44.84	33.68	76.53	51.96	46.76	46.55	47.79	48.62	GABARAPL2	chr16	protein_coding	GABA(A) receptor-associated protein-like 2
ENSG00000261402.1	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RP11-378I6.1	chr9	lincRNA	--
ENSG00000232750.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	RP11-177A2.5	chr1	processed_pseudogene	--
ENSG00000166326.6	7.41	7.51	3.38	6.15	4.6	5.29	5.63	5.32	TRIM44	chr11	protein_coding	tripartite motif containing 44
ENSG00000276093.1	0.0	0.0	0.0	0.0	0.69	0.42	0.77	0.73	RP5-1017F8.2	chr20	lincRNA	--
ENSG00000237273.1	0.22	0.0	0.08	0.0	0.13	0.24	0.08	0.12	RSL24D1P8	chr19	processed_pseudogene	ribosomal L24 domain containing 1 pseudogene 8
ENSG00000260274.1	1.09	1.19	0.4	0.96	0.67	0.83	0.93	0.82	RP11-817O13.8	chr15	lincRNA	--
ENSG00000184986.10	0.58	0.84	0.26	0.26	2.58	2.67	2.01	2.03	TMEM121	chr14	protein_coding	transmembrane protein 121
ENSG00000172339.9	0.25	0.32	0.25	0.58	1.7	1.79	1.34	1.91	ALG14	chr1	protein_coding	ALG14, UDP-N-acetylglucosaminyltransferase subunit
ENSG00000253961.1	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	RP11-363L24.3	chr8	antisense	--
ENSG00000230753.5	0.11	0.42	0.44	0.34	0.0	0.03	0.03	0.0	ZNF341-AS1	chr20	antisense	ZNF341 antisense RNA 1
ENSG00000270523.1	0.1	0.0	0.0	0.0	0.11	0.05	0.0	0.08	RP11-145P16.3	chr15	sense_intronic	--
ENSG00000219409.2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	RP11-106E7.1	chr6	processed_pseudogene	--
ENSG00000166159.10	0.03	0.0	0.02	0.01	0.01	0.0	0.01	0.01	LRTM2	chr12	protein_coding	leucine-rich repeats and transmembrane domains 2
ENSG00000257058.1	0.09	0.2	0.1	0.07	0.0	0.0	0.0	0.07	RP11-864I4.4	chr11	antisense	--
ENSG00000184408.9	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	KCND2	chr7	protein_coding	potassium channel, voltage gated Shal related subfamily D, member 2
ENSG00000234197.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	ETV5-AS1	chr3	antisense	ETV5 antisense RNA 1
ENSG00000148346.11	38.43	55.36	457.36	323.33	0.0	0.02	0.0	0.0	LCN2	chr9	protein_coding	lipocalin 2
ENSG00000160801.13	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	PTH1R	chr3	protein_coding	parathyroid hormone 1 receptor
ENSG00000048707.13	2.35	1.39	1.16	2.1	2.22	2.31	2.61	2.47	VPS13D	chr1	protein_coding	vacuolar protein sorting 13 homolog D (S. cerevisiae)
ENSG00000237842.2	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	RP11-110J1.2	chr1	processed_pseudogene	--
ENSG00000225703.1	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	AC005522.7	chr7	lincRNA	--
ENSG00000176978.13	87.1	127.5	52.02	59.95	54.89	45.8	46.15	47.83	DPP7	chr9	protein_coding	dipeptidyl-peptidase 7
ENSG00000221650.1	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	MIR1267	chr13	miRNA	microRNA 1267
ENSG00000275805.1	0.0	0.0	0.0	0.0	0.01	0.01	0.01	0.0	RP11-349H17.2	chr18	sense_intronic	--
ENSG00000237757.2	0.19	0.38	0.06	0.1	0.0	0.0	0.0	0.0	EEF1A1P30	chrX	processed_pseudogene	eukaryotic translation elongation factor 1 alpha 1 pseudogene 30
ENSG00000244378.1	0.12	0.46	0.28	0.06	0.01	0.01	0.0	0.0	RPS2P45	chr16	transcribed_processed_pseudogene	ribosomal protein S2 pseudogene 45
ENSG00000253505.1	0.0	0.03	0.11	0.02	0.0	0.0	0.0	0.0	CTA-398F10.1	chr8	lincRNA	--
ENSG00000196357.11	0.63	0.35	0.27	0.31	0.79	0.92	0.73	0.79	ZNF565	chr19	protein_coding	zinc finger protein 565
ENSG00000258038.5	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	CTD-2384A14.1	chr14	lincRNA	--
ENSG00000280240.1	0.12	0.46	0.24	0.04	0.04	0.05	0.03	0.06	AL049794.1	chr20	protein_coding	--
ENSG00000136197.12	0.99	0.57	1.37	1.16	4.42	6.1	5.19	5.08	C7orf25	chr7	protein_coding	chromosome 7 open reading frame 25
ENSG00000206341.7	53.71	5.53	45.87	13.28	0.02	0.07	0.25	0.03	HLA-H	chr6	unprocessed_pseudogene	major histocompatibility complex, class I, H (pseudogene)
ENSG00000261519.3	0.0	0.12	0.02	0.01	0.26	0.25	0.32	0.06	RP11-403P17.4	chr16	lincRNA	--
ENSG00000021488.12	0.2	0.41	0.07	0.06	0.0	0.02	0.05	0.03	SLC7A9	chr19	protein_coding	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9
ENSG00000271461.1	0.0	0.02	0.56	0.05	0.0	0.0	0.0	0.0	RP4-673D20.6	chr20	processed_pseudogene	--
ENSG00000153347.9	0.14	0.02	0.1	0.02	0.0	0.0	0.01	0.0	FAM81B	chr5	protein_coding	family with sequence similarity 81, member B
ENSG00000138395.14	0.0	0.02	0.0	0.04	0.0	0.01	0.0	0.03	CDK15	chr2	protein_coding	cyclin-dependent kinase 15
ENSG00000129946.10	0.07	0.42	0.25	0.18	0.0	0.01	0.0	0.0	SHC2	chr19	protein_coding	SHC (Src homology 2 domain containing) transforming protein 2
ENSG00000118564.14	40.6	25.0	67.67	73.7	5.84	7.41	6.1	7.1	FBXL5	chr4	protein_coding	F-box and leucine-rich repeat protein 5
ENSG00000015568.12	0.02	0.02	0.02	0.01	0.01	0.03	0.02	0.03	RGPD5	chr2	protein_coding	RANBP2-like and GRIP domain containing 5
ENSG00000135477.11	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	KRT87P	chr12	transcribed_unprocessed_pseudogene	keratin 87 pseudogene
ENSG00000229083.1	0.11	0.23	0.12	0.08	0.03	0.03	0.0	0.0	PSMA6P2	chrX	processed_pseudogene	proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 2
ENSG00000276071.1	0.03	0.03	0.03	0.06	0.08	0.08	0.1	0.09	CTD-3234P18.6	chr19	lincRNA	--
ENSG00000253139.1	0.04	0.09	0.33	0.03	0.0	0.0	0.0	0.0	RP11-17A4.3	chr8	lincRNA	--
ENSG00000196584.2	0.06	0.14	0.23	0.45	7.79	9.76	10.48	10.1	XRCC2	chr7	protein_coding	X-ray repair complementing defective repair in Chinese hamster cells 2
ENSG00000135446.16	10.54	10.07	6.0	16.63	161.93	155.71	145.72	154.9	CDK4	chr12	protein_coding	cyclin-dependent kinase 4
ENSG00000205209.7	0.03	0.05	0.02	0.02	0.07	0.04	0.04	0.07	SCGB2B2	chr19	protein_coding	secretoglobin, family 2B, member 2
ENSG00000108559.11	9.54	7.08	4.16	10.63	22.37	26.93	21.05	24.51	NUP88	chr17	protein_coding	nucleoporin 88kDa
ENSG00000144635.8	10.01	9.72	10.25	15.67	9.8	11.87	10.26	11.61	DYNC1LI1	chr3	protein_coding	dynein, cytoplasmic 1, light intermediate chain 1
ENSG00000167553.14	10.3	9.84	7.33	18.54	67.19	60.14	67.86	65.68	TUBA1C	chr12	protein_coding	tubulin, alpha 1c
ENSG00000260066.1	0.0	0.03	0.0	0.0	0.03	0.0	0.01	0.03	CTD-2587M23.1	chr5	lincRNA	--
ENSG00000225399.4	0.15	0.09	0.4	0.07	0.0	0.03	0.02	0.0	RP11-3B7.1	chr3	lincRNA	--
ENSG00000137700.16	3.68	3.07	1.63	3.32	0.06	0.09	0.02	0.07	SLC37A4	chr11	protein_coding	solute carrier family 37 (glucose-6-phosphate transporter), member 4
ENSG00000167216.16	0.13	0.02	0.06	0.16	0.49	0.51	0.47	0.68	KATNAL2	chr18	protein_coding	katanin p60 subunit A-like 2
ENSG00000100242.15	116.99	76.37	32.5	78.08	24.97	21.11	26.58	22.78	SUN2	chr22	protein_coding	Sad1 and UNC84 domain containing 2
ENSG00000224531.5	1.52	1.08	0.56	1.88	5.39	6.35	6.37	6.52	SMIM13	chr6	protein_coding	small integral membrane protein 13
ENSG00000113013.12	32.73	22.59	14.93	40.35	97.91	118.26	101.68	112.25	HSPA9	chr5	protein_coding	heat shock 70kDa protein 9 (mortalin)
ENSG00000177963.12	14.98	12.48	14.12	29.31	33.2	30.44	33.49	31.41	RIC8A	chr11	protein_coding	RIC8 guanine nucleotide exchange factor A
ENSG00000008226.19	0.72	0.6	0.4	0.29	0.48	0.4	0.26	0.36	DLEC1	chr3	protein_coding	deleted in lung and esophageal cancer 1
ENSG00000244514.3	0.0	0.0	0.28	0.0	0.0	0.07	0.0	0.0	RN7SL125P	chr17	misc_RNA	RNA, 7SL, cytoplasmic 125, pseudogene
ENSG00000165092.12	13.78	8.72	3.87	31.49	0.88	0.97	0.8	1.13	ALDH1A1	chr9	protein_coding	aldehyde dehydrogenase 1 family, member A1
ENSG00000160505.15	0.01	0.01	0.0	0.0	0.04	0.02	0.02	0.02	NLRP4	chr19	protein_coding	NLR family, pyrin domain containing 4
ENSG00000125124.11	8.2	3.8	1.33	4.2	7.7	8.44	8.08	7.73	BBS2	chr16	protein_coding	Bardet-Biedl syndrome 2
ENSG00000265711.1	1.48	3.94	11.24	1.67	0.0	0.0	0.0	0.0	AL049871.1	chr14	miRNA	--
ENSG00000260650.1	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	RP11-403P17.2	chr16	antisense	--
ENSG00000270381.1	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	RP11-290D2.5	chr13	processed_pseudogene	--
ENSG00000230470.1	0.09	0.09	0.0	0.52	0.05	0.0	0.0	0.0	GS1-115G20.1	chr1	sense_intronic	--
ENSG00000066032.18	0.01	0.02	0.04	0.01	0.01	0.01	0.03	0.01	CTNNA2	chr2	protein_coding	catenin (cadherin-associated protein), alpha 2
ENSG00000187871.2	0.02	0.0	0.02	0.0	0.0	0.0	0.0	0.0	GFRAL	chr6	protein_coding	GDNF family receptor alpha like
ENSG00000260691.5	0.0	0.0	0.0	0.03	0.09	0.1	0.14	0.17	ANKRD20A1	chr9	protein_coding	ankyrin repeat domain 20 family, member A1
ENSG00000264346.1	2.9	2.47	1.63	1.97	4.3	4.73	4.68	3.9	SNORA77	chr22	snoRNA	small nucleolar RNA, H/ACA box 77
ENSG00000166866.12	0.12	0.12	0.07	0.12	0.16	0.19	0.19	0.17	MYO1A	chr12	protein_coding	myosin IA
ENSG00000197580.11	0.26	0.28	0.11	0.12	0.1	0.17	0.12	0.08	BCO2	chr11	protein_coding	beta-carotene oxygenase 2
ENSG00000159479.16	8.76	6.64	9.7	11.92	15.11	14.68	16.43	16.52	MED8	chr1	protein_coding	mediator complex subunit 8
ENSG00000236753.5	0.43	0.66	0.24	0.16	1.0	1.08	1.2	1.21	MKLN1-AS	chr7	processed_transcript	MKLN1 antisense RNA
ENSG00000270325.1	0.0	0.07	0.0	0.0	0.0	0.04	0.0	0.0	BNIP3P9	chr19	processed_pseudogene	BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 9
ENSG00000211720.3	1.89	0.96	0.45	0.98	0.0	0.0	0.0	0.0	TRBV11-1	chr7	TR_V_gene	T cell receptor beta variable 11-1
ENSG00000109113.17	8.88	11.8	9.24	9.02	0.12	0.09	0.13	0.01	RAB34	chr17	protein_coding	RAB34, member RAS oncogene family
ENSG00000271201.1	0.0	0.0	0.0	0.07	1.28	1.57	1.88	2.43	AB019440.50	chr14	lincRNA	--
ENSG00000054654.15	4.2	1.32	0.74	4.08	2.22	2.7	3.4	3.12	SYNE2	chr14	protein_coding	spectrin repeat containing, nuclear envelope 2
ENSG00000134996.11	44.69	24.28	55.57	76.58	28.79	33.46	29.78	32.77	OSTF1	chr9	protein_coding	osteoclast stimulating factor 1
ENSG00000233408.1	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	LA16c-23H5.4	chr22	antisense	--
ENSG00000265982.1	14.36	20.93	19.13	7.97	1.29	1.64	1.09	0.6	RP11-927P21.4	chr17	unprocessed_pseudogene	--
ENSG00000266965.1	0.06	0.11	0.0	0.05	0.01	0.0	0.01	0.02	RP11-712P20.2	chr18	sense_intronic	--
ENSG00000180773.14	2.25	1.23	2.48	3.16	2.14	2.91	2.89	2.77	SLC36A4	chr11	protein_coding	solute carrier family 36 (proton/amino acid symporter), member 4
ENSG00000229893.2	0.0	0.0	0.0	0.0	0.19	0.22	0.11	0.19	AC004549.6	chr7	antisense	--
ENSG00000109339.18	0.0	0.0	0.04	0.01	0.02	0.03	0.01	0.02	MAPK10	chr4	protein_coding	mitogen-activated protein kinase 10
ENSG00000185386.14	1.6	1.97	0.64	3.31	5.75	5.01	5.93	6.33	MAPK11	chr22	protein_coding	mitogen-activated protein kinase 11
ENSG00000118680.12	132.34	102.62	127.96	170.08	88.21	91.91	79.96	96.01	MYL12B	chr18	protein_coding	myosin, light chain 12B, regulatory
ENSG00000259887.1	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	RP11-923I11.5	chr12	lincRNA	--
ENSG00000275040.1	0.0	0.42	0.06	0.21	0.0	0.0	0.0	0.0	RP11-70D24.4	chr16	lincRNA	--
ENSG00000229344.1	0.85	0.74	0.18	0.84	0.24	0.14	0.12	0.17	RP5-857K21.7	chr1	unprocessed_pseudogene	--
ENSG00000162753.11	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	SLC9C2	chr1	protein_coding	solute carrier family 9, member C2 (putative)
ENSG00000185049.12	7.95	5.37	4.08	7.38	19.99	18.16	20.2	18.54	NELFA	chr4	protein_coding	negative elongation factor complex member A
ENSG00000133863.6	0.0	0.0	0.0	0.01	0.06	0.06	0.08	0.09	TEX15	chr8	protein_coding	testis expressed 15
ENSG00000229014.3	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RPL30P13	chr12	processed_pseudogene	ribosomal protein L30 pseudogene 13
ENSG00000279686.1	0.14	0.0	0.0	0.08	0.04	0.1	0.04	0.09	ECSCR	chr5	protein_coding	endothelial cell surface expressed chemotaxis and apoptosis regulator
ENSG00000251218.1	0.0	0.0	0.0	0.0	0.01	0.01	0.01	0.0	RP11-1057B8.2	chr8	lincRNA	--
